num,name,id,office,region,income,income_family,bank_deps,bank_deps_family,position,flat_area,flat_area_family,house_area,house_area_family,income_salary,income_salary_family,cars_info,cars_family_info,family_cars_sum,personal_cars_sum,all_cars_sum,all_income,family_cars_sum_uah,personal_cars_sum_uah,all_cars_sum_uah,all_cars_sum_uah_mln,monthly_salary,monthly_salary_family,all_salary,all_deps,all_estate
2071,Калиновський Віталій Анатолійович,vulyk_56_125,Апеляційний адміністративний суд,Харківська область,263093.0,25000.0,0.0,0.0,суддя Харківського апеляційного адміністративного суду,0.0,0.0,0.0,188.0,260994.0,25000.0,Lexus RX 350,Toyota Rav 4,16592.0,35878.0,52470.0,288093.0,415.0,36.0,1311750.0,1.31,21750.0,2083.0,23833.0,0.0,188.0
2094,Калініченко Микола Іванович,vulyk_10_152,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Полтавська область,145899.0,295618.0,0.0,0.0,начальник Полтавської митниці ДФС,0.0,117.0,608.0,0.0,48932.0,295618.0,Toyota Land Cruiser Prado,Toyota Rav 4,13738.0,47030.0,60768.0,441517.0,343.0,47.0,1519200.0,1.52,4078.0,24635.0,28713.0,0.0,725.0
2104,Камінський Станіслав Євгенійович,vulyk_13_75,Міністерство внутрішніх справ,Дніпропетровська область,6023.94,96355.28,0.0,0.0,начальник Довгинцівського РВ Криворізького МУ ГУМВС України в Дніпропетровській області,138.0,0.0,0.0,0.0,6023.94,95807.93,Nissan Pathfinder;Mitsubishi Lancer,,0.0,42821.0,42821.0,102379.22,0.0,43.0,1070525.0,1.07,502.0,7984.0,8486.0,0.0,138.0
2147,Карнач Андрій Олександрович,vulyk_32_107,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Херсонська область,55151.69,0.0,0.0,0.0,заступник начальника оперативного управління ДПІ у м. Херсон ГУ міндоходів у Херсонській області,50.0,0.0,0.0,310.0,55151.69,0.0,,Volkswagen Touareg,50629.0,0.0,50629.0,55151.69,1266.0,0.0,1265725.0,1.27,4596.0,0.0,4596.0,0.0,360.0
2152,Карпенко Сергій Миколайович,vulyk_32_17,Міністерство внутрішніх справ,Херсонська область,124426.0,21144.9,0.0,100000.0,начальник управління ДАІ УМВС України в Херсонській області,76.0,97.0,0.0,0.0,124426.0,21144.9,Volkswagen Touareg,Mazda 3,9436.0,44497.0,53933.0,145570.9,236.0,44.0,1348325.0,1.35,10369.0,1762.0,12131.0,100000.0,173.0
2171,Касай Дмитро Іванович,vulyk_15_79,Міністерство внутрішніх справ,Одеська область,448757.96,0.0,0.0,0.0,начальник Котовського МВ ГУМВС України в Одеській області,153.0,0.0,184.0,184.0,91807.96,0.0,Volkswagen Touareg,Volkswagen Touareg,38926.0,38926.0,77852.0,448757.96,973.0,39.0,1946300.0,1.95,7651.0,0.0,7651.0,0.0,521.0
2176,Касьян Олексій Петрович,vulyk_8_138,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,Загальнодержавний регіон,379428.0,75572.0,0.0,0.0,суддя Вищого спеціалізованого суду України з розгляду цивільних і кримінальних справ,46.0,0.0,0.0,0.0,324306.0,54891.0,Mercedes-Benz ML 350,,0.0,56919.0,56919.0,455000.0,0.0,57.0,1422975.0,1.42,27026.0,4574.0,31600.0,0.0,46.0
2183,Катунов Владислав Володимирович,vulyk_56_127,Апеляційний адміністративний суд,Харківська область,244193.0,0.0,0.0,0.0,суддя Харківського апеляційного адміністративного суду,6.0,59.0,0.0,0.0,230795.0,0.0,Lexus GX,Mazda CX-9,19290.0,22580.0,41870.0,244193.0,482.0,23.0,1046750.0,1.05,19233.0,0.0,19233.0,0.0,65.0
2185,Кафідова Олена Василівна,vulyk_8_118,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,Загальнодержавний регіон,282998.0,84000.0,0.0,0.0,"секретар судової палати, суддя Вищого спеціалізованого суду України з розгляду цивільних і кримінальних справ",78.0,82.0,0.0,0.0,278138.0,84000.0,Jeep Wrangler,Peugeot 206;Nissan;,6416.0,44714.0,51130.0,366998.0,160.0,45.0,1278250.0,1.28,23178.0,7000.0,30178.0,0.0,160.0
2191,Качур Роман Павлович,vulyk_4_1_29,Міністерство фінансів,Загальнодержавний регіон,2265700.0,33623.0,0.0,0.0,заступник Міністра фінансів України,253.0,57.0,0.0,0.0,113216.0,0.0,Volkswagen Multivan;,Mazda 6,13601.0,42922.0,56523.0,2299323.0,340.0,43.0,1413075.0,1.41,9435.0,0.0,9435.0,0.0,310.0
2201,Кващук Олег Іванович,vulyk_16_121,Прокуратура,Харківська область,174453.0,53339.0,0.0,0.0,заступник прокурора Харківської області,122.0,0.0,0.0,0.0,174453.0,53339.0,Toyota Camry,Mercedes-Benz E-Class;,31457.0,14299.0,45756.0,227792.0,786.0,14.0,1143900.0,1.14,14538.0,4445.0,18983.0,0.0,122.0
2204,Квятківський Юрій Вікторович,vulyk_39_105,Міністерство внутрішніх справ,Херсонська область,207371.84,258000.0,0.0,0.0,перший заступник начальника - начальник слідчого управління УМВС в Херсонській області,0.0,85.0,0.0,307.0,207371.84,258000.0,Kia Sorento;Renault Kangoo;УАЗ 3303,Hyundai Tucson;Chevrolet Aveo;Volkswagen Golf;Nissan Leaf;,39963.0,32369.0,72332.0,465371.84,999.0,32.0,1808300.0,1.81,17281.0,21500.0,38781.0,0.0,392.0
2217,Кириленко Віталій Володимирович,vulyk_39_180,Обласна державна адміністрація,Харківська область,1012606.0,968952.0,0.0,0.0,директор департаменту у справах молоді та спорту Харківської обласної державної адмінстрації,69.0,68.0,0.0,0.0,59031.0,0.0,Ford Scorpio;Skoda Superb;Toyota Land Cruiser Prado,Subaru Outback,22678.0,61874.0,84552.0,1981558.0,567.0,62.0,2113800.0,2.11,4919.0,0.0,4919.0,0.0,137.0
2227,Кириченко Олексій Миколайович,chesno_2602,Верховна рада України,Загальнодержавний регіон,69590.0,18600.0,0.0,0.0,Депутат 8-го скликання,46.0,18.0,220.0,0.0,19590.0,0.0,"Toyota Corolla 1,6; 124 к.с","Mitsubishi Pajero Sport 2477 куб.см, 178 л.с.",28533.0,13492.0,42025.0,88190.0,713.0,13.0,1050625.0,1.05,1632.0,0.0,1632.0,0.0,284.0
2255,Клебан Олег Ярославович,vulyk_2_90,Прокуратура,Тернопільська область,100298.0,10479.0,0.0,0.0,старший слідчий слідчого відділу прокуратури Тернопільської області,0.0,0.0,0.0,0.0,100298.0,0.0,Mercedes-Benz S 320 CDI,,0.0,48756.0,48756.0,110777.0,0.0,49.0,1218900.0,1.22,8358.0,0.0,8358.0,0.0,0.0
2258,Клим Ігор Вікторович,vulyk_5_58,Обласна державна адміністрація,Херсонська область,105968.0,10000.0,0.0,0.0,директор департаменту економічного розвитку та торгівлі Херсонської обласної державної адмінстрації,0.0,0.0,190.0,190.0,105357.0,341.0,Mazda 3;Lexus RX 350;Nissan Micra,Mazda 3;Lexus RX 350;Nissan Micra,40855.0,40855.0,81710.0,115968.0,1021.0,41.0,2042750.0,2.04,8780.0,28.0,8808.0,0.0,380.0
2267,Клименко Олександр Іванович,vulyk_9_52,Обласна державна адміністрація,Донецька область,41245.0,561379.0,0.0,7985406.0,заступник голови Донецької обласної державної адмінстрації,75.0,44.0,1840.0,0.0,5345.0,0.0,Lexus LS 460,Lexus RX 450H;Skoda Octavia A5;Land Rover Range Rover Evoque;Land Rover Range Rover Sport,187935.0,21595.0,209530.0,602624.0,4698.0,22.0,5238250.0,5.24,445.0,0.0,445.0,7985406.0,1959.0
2271,Клименко Юлія Леонідівна,vulyk_25_34,Міністерство економічного розвитку і торгівлі / Міністерство економіки,Загальнодержавний регіон,1221113.0,501353.0,0.0,36800.0,заступник Міністра економічного розвитку і торгівлі України - керівник апарату,162.0,380.0,0.0,0.0,985460.97,0.0,Toyota Corolla,Toyota Camry;Toyota Sequoia;Toyota Land Cruiser;,63926.0,16853.0,80779.0,1722466.0,1598.0,17.0,2019475.0,2.02,82122.0,0.0,82122.0,36800.0,542.0
2273,Кличко Віталій Володимирович,vulyk_7_5,Київська міська державна адміністрація,м. Київ,107599.0,0.0,0.0,0.0,"київський міський голова, голова Київської міської державної адмінстрації",225.0,0.0,0.0,786.0,102651.0,0.0,,Land Rover Discovery 4;Toyota Sequoia,139572.0,0.0,139572.0,107599.0,3489.0,0.0,3489300.0,3.49,8554.0,0.0,8554.0,0.0,1011.0
2318,Коваленко Василь Дмитрович,vulyk_41_118,Загальний апеляційний суд,Дніпропетровська область,399533.0,1001324.0,0.0,0.0,суддя апеляційного суду Дніпропетровської області,0.0,0.0,109.0,401.0,267962.0,39585.0,SsangYong Korando;Nissan TIIDA,Honda Pilot;Kia Sorento,38247.0,25593.0,63840.0,1400857.0,956.0,26.0,1596000.0,1.6,22330.0,3299.0,25629.0,0.0,510.0
2319,Коваленко Володимир Миколайович,vulyk_8_71,Вищий господарський суд,Загальнодержавний регіон,300661.0,41000.0,0.0,0.0,суддя Вищого господарського суду України,0.0,57.0,53.0,0.0,300661.0,19000.0,Toyota Land Cruiser Prado,Toyota Camry,23561.0,22833.0,46394.0,341661.0,589.0,23.0,1159850.0,1.16,25055.0,1583.0,26638.0,0.0,110.0
2320,Коваленко Володимир Михайлович,vulyk_10_137,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Одеська область,117949.0,0.0,0.0,0.0,заступник начальника митного поста - начальник відділу,66.0,62.0,0.0,0.0,117949.0,0.0,Toyota Yaris,Lexus RX,35878.0,7854.0,43732.0,117949.0,897.0,8.0,1093300.0,1.09,9829.0,0.0,9829.0,0.0,128.0
2332,Коваленко Олександр Вікторович,vulyk_36_196,Господарський місцевий суд,Сумська область,234621.0,563493.0,0.0,20000.0,голова господарського суду Сумської області,0.0,0.0,0.0,284.0,232833.0,0.0,Hyundai Santa FE;,Mazda 6;,25646.0,31412.0,57058.0,798114.0,641.0,31.0,1426450.0,1.43,19403.0,0.0,19403.0,20000.0,284.0
2355,Ковальчук Анатолій Дмитрович,vulyk_30_2,Прокуратура,Полтавська область,207655.0,98870.0,0.0,0.0,заступник прокурора Полтавської області,0.0,0.0,222.0,222.0,145444.0,0.0,Lexus RX 350,,0.0,41017.0,41017.0,306525.0,0.0,41.0,1025425.0,1.03,12120.0,0.0,12120.0,0.0,444.0
2398,Кожем’якін Андрій Анатолійович,chesno_2300,Верховна рада України,Загальнодержавний регіон,714673.0,707013.0,0.0,0.0,Депутат 8-го скликання,0.0,207.0,0.0,346.0,173118.0,27693.0,"Toyota Camry 2500 куб. см, 133 кВт","Lexus  4000 куб. см, 218 кВт",32701.0,29049.0,61750.0,1421686.0,818.0,29.0,1543750.0,1.54,14426.0,2308.0,16734.0,0.0,553.0
2401,Кожушко Олександр Миколайович,vulyk_33_50,Прокуратура,Черкаська область,309714.0,155676.0,0.0,0.0,Канівський міжрайонний прокурор Черкаської області,92.0,0.0,0.0,0.0,146142.0,155676.0,Lexus GX 470,Mazda CX-7,13362.0,31900.0,45262.0,465390.0,334.0,32.0,1131550.0,1.13,12178.0,12973.0,25151.0,0.0,92.0
2408,Козаченко Леонід Петрович,chesno_2569,Верховна рада України,Загальнодержавний регіон,782308.0,224845.0,0.0,0.0,Депутат 8-го скликання,119.0,50.0,0.0,381.0,253193.0,12551.0,"Lexus LS 600 4966,00 куб.см",Porsche Cayenne 3600 куб.см,31201.0,24772.0,55973.0,1007153.0,780.0,25.0,1399325.0,1.4,21099.0,1046.0,22145.0,0.0,550.0
